modell_code;modell;baugruppe;pos;artikel;bezeichnung
c-5209;Vespa 50 S (V5SA1T 69602-);Elektrische Ausrüstung;43;p-2949;Kabelschuh -Flachsteckhülse 4,8mm Ø=0,5-1,0mm²- DIN 46247 - 10stk.
c-5209;Vespa 50 S (V5SA1T 69602-);Elektrische Ausrüstung;44;p-2949;Kabelschuh -Flachsteckhülse 4,8mm Ø=0,5-1,0mm²- DIN 46247 - 10stk.
c-5209;Vespa 50 S (V5SA1T 69602-);Elektrische Ausrüstung;45;p-2949;Kabelschuh -Flachsteckhülse 4,8mm Ø=0,5-1,0mm²- DIN 46247 - 10stk.
c-5209;Vespa 50 S (V5SA1T 69602-);Elektrische Ausrüstung;46;p-2949;Kabelschuh -Flachsteckhülse 4,8mm Ø=0,5-1,0mm²- DIN 46247 - 10stk.
c-5209;Vespa 50 S (V5SA1T 69602-);Elektrische Ausrüstung;47;p-17012;Bougierohr -UNIVERSAL Ø=10mm- 5m - Schwarz
c-5209;Vespa 50 S (V5SA1T 69602-);Elektrische Ausrüstung;48;p-17012;Bougierohr -UNIVERSAL Ø=10mm- 5m - Schwarz
c-5209;Vespa 50 S (V5SA1T 69602-);Elektrische Ausrüstung;49;p-17012;Bougierohr -UNIVERSAL Ø=10mm- 5m - Schwarz
c-5209;Vespa 50 S (V5SA1T 69602-);Elektrische Ausrüstung;50;p-6833;Gummikappe Kabelkästchen -PIAGGIO- Vespa alle Modelle
c-5209;Vespa 50 S (V5SA1T 69602-);Elektrische Ausrüstung;51;p-17016;Bougierohr -UNIVERSAL Ø=4mm- 5m - Schwarz
c-5209;Vespa 50 S (V5SA1T 69602-);Elektrische Ausrüstung;52;p-17016;Bougierohr -UNIVERSAL Ø=4mm- 5m - Schwarz
c-5209;Vespa 50 S (V5SA1T 69602-);Elektrische Ausrüstung;53;p-17016;Bougierohr -UNIVERSAL Ø=4mm- 5m - Schwarz
c-5209;Vespa 50 S (V5SA1T 69602-);Elektrische Ausrüstung;54;p-5621;Gummi Rahmen/Schalt-Kupplungszug -IMPORT- Vespa V50, V90, PV, ET3
c-5209;Vespa 50 S (V5SA1T 69602-);Elektrische Ausrüstung;55;p-10350;Gummi Rücklichtkabel/Rahmen -PIAGGIO- Vespa
c-5209;Vespa 50 S (V5SA1T 69602-);Elektrische Ausrüstung;56;p-45381;Verbindungskabel Zündspule und Kabelkästchen -VESPARATUR- Vespa Sprint, GT, GTR, TS
c-5209;Vespa 50 S (V5SA1T 69602-);Gabel - Kotflügel - Bremstrommel vorn;1;p-15319;Schraube Felge M10 -OEM QUALITÄT- Vespa V50 (V5A1T bis Nr. 752188), V5SS2T, V5R1T, V90 (V9A1T) - Modelle mit 4-Loch Felge
c-5209;Vespa 50 S (V5SA1T 69602-);Gabel - Kotflügel - Bremstrommel vorn;2;p-8331;Bremstrommel vorne 9 Zoll + 10 Zoll -PREDIERI & ABBATE- Vespa Smallframe 1963-1984 - V50 N (V5A1T), V50 S (V5SA1T), V50 L (V5A1T), SR50 (V, V50 R (V5A
c-5209;Vespa 50 S (V5SA1T 69602-);Gabel - Kotflügel - Bremstrommel vorn;3;p-8331;Bremstrommel vorne 9 Zoll + 10 Zoll -PREDIERI & ABBATE- Vespa Smallframe 1963-1984 - V50 N (V5A1T), V50 S (V5SA1T), V50 L (V5A1T), SR50 (V, V50 R (V5A
c-5209;Vespa 50 S (V5SA1T 69602-);Gabel - Kotflügel - Bremstrommel vorn;4;p-4089;Zentrierstift - Pin für Bremstrommel 9 (geschlossener Felgentyp) -OEM QUALITÄT- Vespa V50 R (V5A1T bis Nr. 752188), V50 N, V50 S, V50 L, SR50, V90
c-5209;Vespa 50 S (V5SA1T 69602-);Gabel - Kotflügel - Bremstrommel vorn;5;p-367;Bremstrommelflansch / Achse vorne -OEM QUALITÄT- Vespa V50(N) (bis Bj 1971), V50 L, V50 S, V90
c-5209;Vespa 50 S (V5SA1T 69602-);Gabel - Kotflügel - Bremstrommel vorn;6;p-367;Bremstrommelflansch / Achse vorne -OEM QUALITÄT- Vespa V50(N) (bis Bj 1971), V50 L, V50 S, V90
c-5209;Vespa 50 S (V5SA1T 69602-);Gabel - Kotflügel - Bremstrommel vorn;7;p-1459;Wellendichtring 17x40x7mm - (verwendet für Vorderrad Rally180 (VSD1T), Rally200 (VSE1T), Sprint150 (VLB1T), TS125 (VNL3T), GT125 (VNL2T), GTR125 (VNL2
c-5209;Vespa 50 S (V5SA1T 69602-);Gabel - Kotflügel - Bremstrommel vorn;8;p-1;Seegerring -BOHRUNG DIN472- Ø=40mm - (verwendet für Radlager 6203 in Schwinge V50, 50N, PV125, Sprint, Rally, VBB)
c-5209;Vespa 50 S (V5SA1T 69602-);Gabel - Kotflügel - Bremstrommel vorn;9;p-13920;Kugellager -6203- (17x40x12mm) - (verwendet für Kurbelwelle Lambretta A, B, C, LC)
c-5209;Vespa 50 S (V5SA1T 69602-);Gabel - Kotflügel - Bremstrommel vorn;10;p-354;Kronenmutter Schwinge/Vorderradlager -VESPA- V50, V90, SS50, SS90, PV125, ET3
c-5209;Vespa 50 S (V5SA1T 69602-);Gabel - Kotflügel - Bremstrommel vorn;11;p-14286;Kugellager -6201- (12x32x10mm) - (verwendet für Vorderrad Lambretta alle, Vespa PX (bis Bj. 1982) - Getriebe Lambretta A, B, C, LC, D, LD)
c-5209;Vespa 50 S (V5SA1T 69602-);Gabel - Kotflügel - Bremstrommel vorn;12;p-15047;Tachoschnecke auf Welle -BGM ORIGINAL- Vespa 10 Zähne, Ø=22,8mm, Kunststoff (passend für Tachoschnecke 8 Zähne) - (verwendet in Vespa V50, V90, PV125,
c-5209;Vespa 50 S (V5SA1T 69602-);Gabel - Kotflügel - Bremstrommel vorn;13;p-361;Gummikappe Tachoantrieb -PIAGGIO- Vespa V50, V90, PV, ET3 - grau
c-5209;Vespa 50 S (V5SA1T 69602-);Gabel - Kotflügel - Bremstrommel vorn;14;p-353;Gummi Tachowelle/Bremsankerplatte -PIAGGIO- Vespa V50, V90, PV, ET3
c-5209;Vespa 50 S (V5SA1T 69602-);Gabel - Kotflügel - Bremstrommel vorn;15;p-15048;Tachoschnecke -BGM ORIGINAL- Vespa 8 Zähne, l= 31mm, 2,7mm Vierkant, rot (verwendet in Vespa V50, V90, PV125, ET3)
c-5209;Vespa 50 S (V5SA1T 69602-);Gabel - Kotflügel - Bremstrommel vorn;16;p-11591;Dichtung für Sicherungskappe Tachoschnecke -OEM QUALITÄT- Vespa V50, PV125, ET3 - Ø=14x20x1,5mm
c-5209;Vespa 50 S (V5SA1T 69602-);Gabel - Kotflügel - Bremstrommel vorn;18;p-6711;Niet - Kerbnagel Ø=2,5x13,5mm für Lenkschlossblende -OEM QUALITÄT- Vespa PX (-1984), V50 Special, PV125, ET3
c-5209;Vespa 50 S (V5SA1T 69602-);Gabel - Kotflügel - Bremstrommel vorn;19;p-2728;Schlüsselrohling -ZADI- Vespa/Ape Lenkschloss
c-5209;Vespa 50 S (V5SA1T 69602-);Gabel - Kotflügel - Bremstrommel vorn;20;p-1317;Lenkschlossblende inkl. Niete -CIF, Rund- Vespa PX (-1984), ET3, V50 (V5A1T 912783-), V50 Special (V5B3T 207317-), V50 S (V5SA1T 77868-), SR50 (V5SS2T
c-5209;Vespa 50 S (V5SA1T 69602-);Gabel - Kotflügel - Bremstrommel vorn;21;p-10816;Lenkschloss -ZADI 38,5x4mm- Vespa PX (-1984), V50 N (V5A1T Nr. 236001 bis Nr. 283299), V50 L (V5A1T, ab Nr. 580001) ,V50 Special (V5A2 bis 3T), V50 S 
c-5209;Vespa 50 S (V5SA1T 69602-);Gabel - Kotflügel - Bremstrommel vorn;22;p-575;Gummi Lenkschloss -PIAGGIO- Vespa PX (-1984), V50 Special, PV125, ET3, Sprint, Rally, GT, GTR, SS180
c-5209;Vespa 50 S (V5SA1T 69602-);Gabel - Kotflügel - Bremstrommel vorn;23;p-15133;Gabel - Lenkrohr - Steuerrohr -BGM ORIGINAL- Vespa V50, ET3, PV125
c-5209;Vespa 50 S (V5SA1T 69602-);Gabel - Kotflügel - Bremstrommel vorn;24;p-15132;Schwingenabdeckung -PIAGGIO- Vespa V50, ET3, PV125 - Aluminium, Silbern
c-5209;Vespa 50 S (V5SA1T 69602-);Gabel - Kotflügel - Bremstrommel vorn;25;p-15360;Mutter -DIN 934- M12 x 1,50 - verwendet als Kupplungsmutter für Kupplung Vespa Cosa2
c-5209;Vespa 50 S (V5SA1T 69602-);Gabel - Kotflügel - Bremstrommel vorn;26;p-11565;Federring -DIN 127- M12
c-5209;Vespa 50 S (V5SA1T 69602-);Gabel - Kotflügel - Bremstrommel vorn;27;p-47290;Schwingenabdeckungs-Kit -OEM QUALITÄT- Vespa V50, ET3, PV125 innen
c-5209;Vespa 50 S (V5SA1T 69602-);Gabel - Kotflügel - Bremstrommel vorn;28;p-15145;Kotflügel -OEM QUALITÄT- Vespa V50, V90, PV125, ET3 - unlackiert
c-5209;Vespa 50 S (V5SA1T 69602-);Gabel - Kotflügel - Bremstrommel vorn;30;p-6706;Schwingenlagersatz -VESPA- V50, ET3, PV125
c-5209;Vespa 50 S (V5SA1T 69602-);Gabel - Kotflügel - Bremstrommel vorn;31;p-6706;Schwingenlagersatz -VESPA- V50, ET3, PV125
c-5209;Vespa 50 S (V5SA1T 69602-);Gabel - Kotflügel - Bremstrommel vorn;32;p-44644;O-Ring Set (6-teilig) Gabel -OEM QUALITÄT- Vespa Smallframe V50, PV, ET3, Motovespa T3, 125 Primavera
c-5209;Vespa 50 S (V5SA1T 69602-);Gabel - Kotflügel - Bremstrommel vorn;33;p-44644;O-Ring Set (6-teilig) Gabel -OEM QUALITÄT- Vespa Smallframe V50, PV, ET3, Motovespa T3, 125 Primavera
c-5209;Vespa 50 S (V5SA1T 69602-);Gabel - Kotflügel - Bremstrommel vorn;34;p-17425;Einstellschraube M5 x 20mm (Øinnen=6,9mm) -BGM ORIGINAL- (verwendet für Schaltraste Vespa) - 10 Stück
c-5209;Vespa 50 S (V5SA1T 69602-);Gabel - Kotflügel - Bremstrommel vorn;35;p-15682;Mutter -DIN 934- M5
c-5209;Vespa 50 S (V5SA1T 69602-);Gabel - Kotflügel - Bremstrommel vorn;36;p-12252;Klemmschraube Vorderradbremszug -PIAGGIO- Vespa V50, V90, SS50, SS90, PV125, ET3, VNA, VNB, VBA, VBB, Super, GL150 (VLA1T), GT125 (VNL2T), GTR125 (VNL
c-5209;Vespa 50 S (V5SA1T 69602-);Gabel - Kotflügel - Bremstrommel vorn;37;p-555;Klemmplättchen-Bolzen Ø=5,0x11mm Bremse vorne -OEM QUALITÄT- alle Modelle (bis Bj. 1981), PX (-1984)
c-5209;Vespa 50 S (V5SA1T 69602-);Gabel - Kotflügel - Bremstrommel vorn;38;p-15026;Splint -DIN 94- Ø=2,0mm - 20mm - verwendet für Bolzen Klemmplättchen / Bremsarm hinten Vespa PX, Sprint, Rally, V50, PV125, ET3 etc.
c-5209;Vespa 50 S (V5SA1T 69602-);Gabel - Kotflügel - Bremstrommel vorn;41;p-12253;Mutter M7 flach für Klemmschraube Vorderradbremszug -PIAGGIO- Vespa V50, V90, PV125, ET3, VNA, VNB, VBA, VBB, Super, GL150 (VLA1T), GT/GTR125 (VNL2T),
c-5209;Vespa 50 S (V5SA1T 69602-);Gabel - Kotflügel - Bremstrommel vorn;42;p-581;Bremsarm mit Bremsnocke vorne -BGM ORIGINAL- Vespa V50, V90, SS50, SS90, PV125, ET3 - Ø= 14,9mm
c-5209;Vespa 50 S (V5SA1T 69602-);Gabel - Kotflügel - Bremstrommel vorn;43;p-6843;Kotflügelschraube seitlich M5 x 16mm -CIF- Vespa Smallframe V50, 50N, PV, ET3, PK S, PK XL, Largeframe PX, VNA, VNB, VBA, VBB, Super, Sprint Veloce, R
c-5209;Vespa 50 S (V5SA1T 69602-);Gabel - Kotflügel - Bremstrommel vorn;45;p-13509;Federring -DIN 127- M5 - Edelstahl
c-5209;Vespa 50 S (V5SA1T 69602-);Gabel - Kotflügel - Bremstrommel vorn;46;p-13509;Federring -DIN 127- M5 - Edelstahl
c-5209;Vespa 50 S (V5SA1T 69602-);Gabel - Kotflügel - Bremstrommel vorn;47;p-13509;Federring -DIN 127- M5 - Edelstahl
c-5209;Vespa 50 S (V5SA1T 69602-);Gabel - Kotflügel - Bremstrommel vorn;48;p-15682;Mutter -DIN 934- M5
c-5209;Vespa 50 S (V5SA1T 69602-);Gabel - Kotflügel - Bremstrommel vorn;49;p-15682;Mutter -DIN 934- M5
c-5209;Vespa 50 S (V5SA1T 69602-);Gabel - Kotflügel - Bremstrommel vorn;50;p-15687;Schraube -DIN 933- M5 x 25mm
c-5209;Vespa 50 S (V5SA1T 69602-);Gabel - Kotflügel - Bremstrommel vorn;54;p-6679;Schraube -DIN 933- M5 x 10mm (verwendet für Abdeckblech Tachoschnecke Vespa PX, T5 125cc, V50, PV125, ET3)
c-5209;Vespa 50 S (V5SA1T 69602-);Gabel - Kotflügel - Bremstrommel vorn;55;p-45470;Schwinge -PREMIUM- V50, ET3, PV125 - Bremsnocke Ø=14,9mm
c-5209;Vespa 50 S (V5SA1T 69602-);Gabel - Kotflügel - Bremstrommel vorn;56;p-45470;Schwinge -PREMIUM- V50, ET3, PV125 - Bremsnocke Ø=14,9mm
c-5209;Vespa 50 S (V5SA1T 69602-);Gabel - Kotflügel - Bremstrommel vorn;58;p-15130;Bremsbacken -NEWFREN- Ø=125x17mm- 8 + 9 + 10 vorne, 1 Aufnahme, Vespa Smallframe V50, V90, SS50, SS90, PV125, ET3, Wideframe V1T bis V15T, V30T-V33T, 
c-5209;Vespa 50 S (V5SA1T 69602-);Gabel - Kotflügel - Bremstrommel vorn;59;p-159;Bremsbacken Rückholfeder -PIAGGIO- Vespa Rally (v), Sprint (v), GT (v), GTR (v), TS (v), Super (v), V50-90 (v), SS50-90 (v), PV125 (v), ET3 (v), GS160
c-5209;Vespa 50 S (V5SA1T 69602-);Gabel - Kotflügel - Bremstrommel vorn;60;p-15030;Bremsbackensicherung (Omega) -VESPA- V50, V90, SS50, SS90, PV125, ET3, VNA, VNB, VBA, VBB, Super, GL150 (VLA1T), GT125 (VNL2T), GTR125 (VNL2T), TS125 
c-5209;Vespa 50 S (V5SA1T 69602-);Gabel - Kotflügel - Bremstrommel vorn;61;p-11773;Distanzscheibe Kunststoff Ø=18x6,4x6mm für Kotflügel -OEM QUALITÄT- Vespa V50, V90, PV125, ET3 125
c-5209;Vespa 50 S (V5SA1T 69602-);Gabel - Kotflügel - Bremstrommel vorn;62;p-9275;Schmiernippel -DIN 71412- M10 x 1,0 - Schlüsselweite 11mm
c-5209;Vespa 50 S (V5SA1T 69602-);Gabel - Kotflügel - Bremstrommel vorn;63;p-344;V-Ring Dichtring Ø=18x3x22mm Schwinge innen -VESPA- PX (bis Bj. 1982), V50, PV125, ET3, SS50, SS90
c-5209;Vespa 50 S (V5SA1T 69602-);Gabel - Kotflügel - Bremstrommel vorn;64;p-13072;Feder Lenkschloss -VESPA- Vespa
c-5209;Vespa 50 S (V5SA1T 69602-);Gabel - Kotflügel - Bremstrommel vorn;65;p-6706;Schwingenlagersatz -VESPA- V50, ET3, PV125
c-5209;Vespa 50 S (V5SA1T 69602-);Getriebe - Hinterradnabe;1;p-15319;Schraube Felge M10 -OEM QUALITÄT- Vespa V50 (V5A1T bis Nr. 752188), V5SS2T, V5R1T, V90 (V9A1T) - Modelle mit 4-Loch Felge
c-5209;Vespa 50 S (V5SA1T 69602-);Getriebe - Hinterradnabe;2;p-6630;Splint -ISO 1234- Ø=3,5 x 32mm (verwendet für Vorderrad Vespa PK, PX, Cosa, T5 125ccm - Hinterrad Vespa PK, PX, Cosa, T5 125ccm, Rally, Sprint, TS, GT
c-5209;Vespa 50 S (V5SA1T 69602-);Getriebe - Hinterradnabe;3;p-11229;Hinterradmutter -Kronenmutter -OEM QUALITÄT M14x1,5 SW22- Vespa PX (-1984), Rally, Sprint150, TS125, GT125, GTR125, Super, SS180, GS160 / GS4, VNA, VN
c-5209;Vespa 50 S (V5SA1T 69602-);Getriebe - Hinterradnabe;4;p-538;Unterlegscheibe Hinterradmutter - Bremstrommel hinten -OEM QUALITÄT- Vespa V50, V90, SS50, SS90, PV125, ET3 - 31,5x14,5x8,5mm
c-5209;Vespa 50 S (V5SA1T 69602-);Getriebe - Hinterradnabe;5;p-8458;Bremstrommel hinten 9 Zoll + 10 Zoll -FA ITALIA- Vespa V50 R (V5A1T bis Nr. 752188), V50 N, V50 S, V50 L, SR50, V90
c-5209;Vespa 50 S (V5SA1T 69602-);Getriebe - Hinterradnabe;6;p-44780;Bremstrommelflansch hinten -PREMIUM- Vespa 9 Zoll - Vespa V50(N) (bis Bj 1971), V50 L, V50 S, V90
c-5209;Vespa 50 S (V5SA1T 69602-);Getriebe - Hinterradnabe;8;p-32712;Bremsbacken -POLINI Ø=135x20mm- VESPA V50 (h) - 9 Zoll
c-5209;Vespa 50 S (V5SA1T 69602-);Getriebe - Hinterradnabe;9;p-15030;Bremsbackensicherung (Omega) -VESPA- V50, V90, SS50, SS90, PV125, ET3, VNA, VNB, VBA, VBB, Super, GL150 (VLA1T), GT125 (VNL2T), GTR125 (VNL2T), TS125 
c-5209;Vespa 50 S (V5SA1T 69602-);Getriebe - Hinterradnabe;10;p-15038;Bremsbacken Rückholfeder -PIAGGIO- Vespa PX (vh), T5 125cc (vh), PK (vh), Rally180 (VSD1T), Rally200 (VSE1T) (h), Sprint (h), Super (h), GT125 (VNL2T)
c-5209;Vespa 50 S (V5SA1T 69602-);Getriebe - Hinterradnabe;11;p-4089;Zentrierstift - Pin für Bremstrommel 9 (geschlossener Felgentyp) -OEM QUALITÄT- Vespa V50 R (V5A1T bis Nr. 752188), V50 N, V50 S, V50 L, SR50, V90
c-5209;Vespa 50 S (V5SA1T 69602-);Getriebe - Hinterradnabe;12;p-19206;Bremsbackenträger für Bremsankerplatte hinten CNC Aluminium -CMD Little Kong- Vespa V50, 50N, PV125, ET3
c-5209;Vespa 50 S (V5SA1T 69602-);Getriebe - Hinterradnabe;13;p-11957;O-Ring 12,5x 2,5mm -PIAGGIO- (verwendet für Bremsnocke Vespa PK S, PK XL, PK XL2, Federbock Sprint, Rally, GT, GTR, GS150)
c-5209;Vespa 50 S (V5SA1T 69602-);Getriebe - Hinterradnabe;14;p-363;Bremsarm mit Bremsnocke hinten -KR AUTOMATION- Vespa V50, V90, SS50, SS90, PV125, ET3
c-5209;Vespa 50 S (V5SA1T 69602-);Getriebe - Hinterradnabe;15;p-12356;Wellendichtring 27x37x7mm -MALOSSI PTFE/FKM- (verwendet für Hinterrad / hintere Bremstrommel Vespa V50, V90, SS50, SS90, PV125, ET3, PK S, PK XL, PK X
c-5209;Vespa 50 S (V5SA1T 69602-);Getriebe - Hinterradnabe;16;p-31085;Kugellager -Malossi (beidseitig gekapselt)- (20x47x14mm) - Radwelle hinten PIAGGIO/VESPA (6204 2RS C3)
c-5209;Vespa 50 S (V5SA1T 69602-);Getriebe - Hinterradnabe;17;p-11934;Dichtung Bremsankerplatte hinten -PIAGGIO- Vespa V50, V90, PV 25, ET3, PK S, PK XL, PK XL2, PK HP
c-5209;Vespa 50 S (V5SA1T 69602-);Getriebe - Hinterradnabe;18;p-526;Ölablassschraube M8 x 8mm -PIAGGIO Olio- Vespa PX, T5 125cc, Cosa, Rally180/200, Sprint150, TS125, GT125, GTR125, GL150, Super, SS180, GS160 / GS4, VN
c-5209;Vespa 50 S (V5SA1T 69602-);Getriebe - Hinterradnabe;19;p-526;Ölablassschraube M8 x 8mm -PIAGGIO Olio- Vespa PX, T5 125cc, Cosa, Rally180/200, Sprint150, TS125, GT125, GTR125, GL150, Super, SS180, GS160 / GS4, VN
c-5209;Vespa 50 S (V5SA1T 69602-);Getriebe - Hinterradnabe;20;p-15037;Dichtung Ölablassschraube -OEM QUALITÄT 8x14x1mm- Vespa V50, 50N, SS50, SR50, V90, SS90, V100, PV125, ET3, PK, PX, T5 125ccm, Cosa, Rally, Sprint, TS1
c-5209;Vespa 50 S (V5SA1T 69602-);Getriebe - Hinterradnabe;21;p-15037;Dichtung Ölablassschraube -OEM QUALITÄT 8x14x1mm- Vespa V50, 50N, SS50, SR50, V90, SS90, V100, PV125, ET3, PK, PX, T5 125ccm, Cosa, Rally, Sprint, TS1
c-5209;Vespa 50 S (V5SA1T 69602-);Getriebe - Hinterradnabe;22;p-3498;Entlüftungsschraube Kupplungsdeckel -PIAGGIO- Vespa alle Vespas
c-5209;Vespa 50 S (V5SA1T 69602-);Getriebe - Hinterradnabe;23;p-10285;Kickstarteranschlaggummi -PIAGGIO- Vespa V50, V90, PV125, ET3, PK S - 20 x 24 x 9mm
c-5209;Vespa 50 S (V5SA1T 69602-);Getriebe - Hinterradnabe;24;p-17425;Einstellschraube M5 x 20mm (Øinnen=6,9mm) -BGM ORIGINAL- (verwendet für Schaltraste Vespa) - 10 Stück
c-5209;Vespa 50 S (V5SA1T 69602-);Getriebe - Hinterradnabe;25;p-15682;Mutter -DIN 934- M5
c-5209;Vespa 50 S (V5SA1T 69602-);Getriebe - Hinterradnabe;26;p-391;Sicherungsschraube Schaltgabel -OEM QUALITÄT- V50, V90, SS50, SS90, PV125, ET3, PK S, PK XL1
c-5209;Vespa 50 S (V5SA1T 69602-);Getriebe - Hinterradnabe;27;p-11951;Klemmplättchen-Bolzen Ø=5,4x11mm Bremse hinten -PIAGGIO- Vespa V50, V90, PV125, ET3, PK, PK S, PK XL, PK XL2, PX, Rally, Sprint, GT, GTR
c-5209;Vespa 50 S (V5SA1T 69602-);Getriebe - Hinterradnabe;28;p-44764;Schaltgabel -PREMIUM- Vespa V50, V90, SS50, SS90, PV125, ET3 - 2x O-Ringe
c-5209;Vespa 50 S (V5SA1T 69602-);Getriebe - Hinterradnabe;29;p-1321;Schubklotz für Schaltklaue -PIAGGIO- Vespa V50, V90, SS50, SS90, PV125, ET3, PK S, PK XL
c-5209;Vespa 50 S (V5SA1T 69602-);Getriebe - Hinterradnabe;31;p-17433;Einstellschraube M7 x 25mm -BGM ORIGINAL- 10 Stück
c-5209;Vespa 50 S (V5SA1T 69602-);Getriebe - Hinterradnabe;32;p-12253;Mutter M7 flach für Klemmschraube Vorderradbremszug -PIAGGIO- Vespa V50, V90, PV125, ET3, VNA, VNB, VBA, VBB, Super, GL150 (VLA1T), GT/GTR125 (VNL2T),
c-5209;Vespa 50 S (V5SA1T 69602-);Getriebe - Hinterradnabe;36;p-11717;Wellscheibe für Schaltgabel -OEM QUALITÄT, 7,75x12,0x0,1mm- Vespa V50, V90, SS50, SS90, PV125, ET3, PK S, PK XL1
c-5209;Vespa 50 S (V5SA1T 69602-);Getriebe - Hinterradnabe;37;p-13916;Sicherungsring -WELLE DIN6799- Ø=3mm - verwendet für Schubklotz Schaltklaue Vespa Smallframe (V50, PV, ET3, PK, PK XL, PK XL2)
c-5209;Vespa 50 S (V5SA1T 69602-);Getriebe - Hinterradnabe;38;p-111;Sicherungsstift (zylindrisch) 4,0x23mm (verwendet für Schaltraste PX, Cosa, T5, Rally, Sprint, TS, GT, GTR, Super, SS180, GS160, GL, VNA, VNB, VBA, VB
c-5209;Vespa 50 S (V5SA1T 69602-);Getriebe - Hinterradnabe;42;p-15209;Schaltklaue -FA ITALIA- RUND, 4 Gang, H=50mm, Vespa PK50, PK80, PK125, V50 (V5A1T ab Nr. 69444), Special (V5B3T ab Nr. 94315), Elestart (V5B4T ab Nr. 
c-5209;Vespa 50 S (V5SA1T 69602-);Getriebe - Hinterradnabe;43;p-6623;Seegerring -WELLE DIN471 ähnlich- Ø=48mm x 1,7mm - verwendet für Hauptwelle Getriebe Vespa V50, PV, ET3, Sprint, Rally, VNA, VNB, VBA, VBB, Super, GT,
c-5209;Vespa 50 S (V5SA1T 69602-);Getriebe - Hinterradnabe;44;p-6623;Seegerring -WELLE DIN471 ähnlich- Ø=48mm x 1,7mm - verwendet für Hauptwelle Getriebe Vespa V50, PV, ET3, Sprint, Rally, VNA, VNB, VBA, VBB, Super, GT,
c-5209;Vespa 50 S (V5SA1T 69602-);Getriebe - Hinterradnabe;45;p-30127;Schulterring -MALOSSI- Vespa Smallframe V50, PV125, ET3, PK - Largeframe PX Lusso (1984-), Cosa, T5 125ccm - 1,00mm
c-5209;Vespa 50 S (V5SA1T 69602-);Getriebe - Hinterradnabe;46;p-30127;Schulterring -MALOSSI- Vespa Smallframe V50, PV125, ET3, PK - Largeframe PX Lusso (1984-), Cosa, T5 125ccm - 1,00mm
c-5209;Vespa 50 S (V5SA1T 69602-);Getriebe - Hinterradnabe;48;p-12005;Gang 1 -CIF-Gang-Getriebe- Vespa V50, V90, 50N, PV125, ET3, SS50, SS90, PK S, PK XL1, PK XL2, ETS - 58 Zähne
c-5209;Vespa 50 S (V5SA1T 69602-);Getriebe - Hinterradnabe;52;p-15098;Schaltfeder -VESPA- V50, V90, SS50, SS90, PV125, ET3, PK S, PK XL
c-5209;Vespa 50 S (V5SA1T 69602-);Getriebe - Hinterradnabe;53;p-10067;Schaltfeder-Set -VESPA- V50, V90, SS50, SS90, PV125, ET3, PK S, PK XL - verstärkt
c-5209;Vespa 50 S (V5SA1T 69602-);Getriebe - Hinterradnabe;54;p-15719;Mutter -DIN 934- M8
c-5209;Vespa 50 S (V5SA1T 69602-);Getriebe - Hinterradnabe;55;p-15727;Federring -DIN 127- M8
c-5209;Vespa 50 S (V5SA1T 69602-);Getriebe - Hinterradnabe;56;p-15725;Unterlegscheibe -DIN 125- M8 - schwarz verzinkt
c-5209;Vespa 50 S (V5SA1T 69602-);Getriebe - Hinterradnabe;57;p-15026;Splint -DIN 94- Ø=2,0mm - 20mm - verwendet für Bolzen Klemmplättchen / Bremsarm hinten Vespa PX, Sprint, Rally, V50, PV125, ET3 etc.
c-5209;Vespa 50 S (V5SA1T 69602-);Getriebe - Hinterradnabe;58;p-11955;Mutter flach -DIN 439 ähnlich- M9 x 1,0mm - verwendet für Klemmplättchen hinten Bremszug/Bremsarm/Bremspedal Vespa
c-5209;Vespa 50 S (V5SA1T 69602-);Getriebe - Hinterradnabe;63;p-3041;Schraube Kabelkästchen M3 x 8mm mit Schlitz -PIAGGIO- Vespa Smallframe V50, PV125, Wideframe VM1, VM2, VNB1, VNB2, Super, GS150 VS1-5, Sprint, GT, GTR
c-5209;Vespa 50 S (V5SA1T 69602-);Getriebe - Hinterradnabe;66;p-6832;Schraube Linsen-Senkkopf -DIN 966- M5 x 40 (verwendet für Kabelkästchen Vespa PX, T5 125cc, Rally180 (VSD1T), Rally200 (VSE1T), Sprint150 (VLB1T), TS1
c-5209;Vespa 50 S (V5SA1T 69602-);Getriebe - Hinterradnabe;67;p-392;Unterlegscheibe -VESPA- 12x20x2,3mm (verwendet für Sicherungsschraube Schaltgabel Vespa V50, V90, SS50, SS90, PV125, ET3, PK S, PK XL)
c-5209;Vespa 50 S (V5SA1T 69602-);Getriebe - Hinterradnabe;68;p-46131;Schubklotz-Set für Schaltgabel - Schaltklaue -FRT- Vespa V50, V90, SS50, SS90, PV125, ET3, PK S, PK XL
c-5209;Vespa 50 S (V5SA1T 69602-);Kupplung - Kickstarter;1;p-15337;Kickstarterfeder -OEM QUALITÄT- Vespa V50, V90, PV125, PK50, PK80, PK125
c-5209;Vespa 50 S (V5SA1T 69602-);Kupplung - Kickstarter;2;p-1324;Kickstarterwelle -OEM QUALITÄT- Vespa V50 S, V50 N, V50 Special, PK50 S - 11 Zähne
